Hour of day,Year,Day,Day of Year,Latitude,Longitude,Month,Ne/cm-3,O+,N+,hmF2,Tec,foF2,magnitud,Profundidad,VTEC
23.6,2021,6,248,16.84492,244.3,9,878624,986,13,279.8,18.8,9.93,,,18.5
23.8,2021,6,248,16.84492,244.3,9,841691,987,13,276.8,18.07,9.744,,,17.5
24,2021,6,248,16.84492,244.3,9,802308,987,13,274.1,17.28,9.537,,,17.4
1,2021,7,249,16.84492,244.3,9,589781,988,12,263.7,12.7,8.222,4,64,15.6
1.2,2021,7,249,16.84492,244.3,9,548816,988,11,262.9,11.73,7.915,,,14.4
1.4,2021,7,249,16.84492,244.3,9,509236,988,11,262.5,10.75,7.599,,,13.5
1.6,2021,7,249,16.84492,244.3,9,471286,988,11,262.5,9.8,7.277,,,12.8
1.8,2021,7,249,16.84492,244.3,9,435179,989,11,262.9,8.88,6.953,,,11.5
2,2021,7,249,16.84492,244.3,9,401097,989,10,263.7,8.01,6.628,,,10.4
2.2,2021,7,249,16.84492,244.3,9,369207,989,10,264.8,7.2,6.309,,,9.4
2.4,2021,7,249,16.84492,244.3,9,339656,990,10,266.3,6.46,5.997,,,9.6
2.6,2021,7,249,16.84492,244.3,9,312573,990,9,268.1,5.79,5.698,,,9.3
2.8,2021,7,249,16.84492,244.3,9,288058,990,9,270.2,5.2,5.415,,,8.8
3,2021,7,249,16.84492,244.3,9,266182,991,9,272.5,4.67,5.151,,,8.6
3.2,2021,7,249,16.84492,244.3,9,246975,991,8,275.1,4.23,4.91,,,8.7
3.4,2021,7,249,16.84492,244.3,9,230426,991,8,277.7,3.84,4.695,,,8.9
3.6,2021,7,249,16.84492,244.3,9,216475,991,8,280.5,3.53,4.507,,,8.9
3.8,2021,7,249,16.84492,244.3,9,205014,992,8,283.4,3.27,4.346,,,8.9
4,2021,7,249,16.84492,244.3,9,195886,992,7,286.3,3.06,4.214,,,9.1
4.2,2021,7,249,16.84492,244.3,9,188892,992,7,289.2,2.9,4.108,,,8.7
4.4,2021,7,249,16.84492,244.3,9,183792,992,7,292.1,2.78,4.026,,,8.5
4.6,2021,7,249,16.84492,244.3,9,180312,993,7,294.8,2.69,3.966,,,8.1
4.8,2021,7,249,16.84492,244.3,9,178155,993,6,297.4,2.62,3.924,,,8.4
5,2021,7,249,16.84492,244.3,9,177012,993,6,299.9,2.58,3.897,,,8.3
5.2,2021,7,249,16.84492,244.3,9,186687,993,6,302.2,2.63,3.881,,,7.9
5.4,2021,7,249,16.84492,244.3,9,185499,993,6,304.2,2.6,3.872,,,8.6
5.6,2021,7,249,16.84492,244.3,9,184514,993,6,306.1,2.58,3.867,,,8.5
5.8,2021,7,249,16.84492,244.3,9,183529,993,6,307.7,2.55,3.862,,,8
6,2021,7,249,16.84492,244.3,9,182408,993,6,309,2.53,3.857,3.5,40.6,8.3
6.2,2021,7,249,16.84492,244.3,9,181090,993,6,310.1,2.5,3.849,,,8.7
6.4,2021,7,249,16.84492,244.3,9,179574,993,6,310.9,2.48,3.838,,,8.8
6.6,2021,7,249,16.84492,244.3,9,177915,993,6,311.4,2.45,3.825,,,8.6
6.8,2021,7,249,16.84492,244.3,9,176206,993,6,311.7,2.42,3.809,,,8.4
7,2021,7,249,16.84492,244.3,9,174561,993,6,311.8,2.39,3.792,,,8.4
7.2,2021,7,249,16.84492,244.3,9,173091,993,6,311.6,2.36,3.776,,,7.9
7.4,2021,7,249,16.84492,244.3,9,171889,993,6,311.2,2.34,3.76,,,8.3
7.6,2021,7,249,16.84492,244.3,9,171011,993,6,310.6,2.32,3.747,,,7.9
7.8,2021,7,249,16.84492,244.3,9,170458,993,6,309.8,2.31,3.736,,,7.6
8,2021,7,249,16.84492,244.3,9,170174,993,6,308.9,2.3,3.728,,,7.9
8.2,2021,7,249,16.84492,244.3,9,170036,993,6,307.8,2.3,3.721,,,7.9
8.4,2021,7,249,16.84492,244.3,9,169865,992,6,306.5,2.29,3.714,,,7.3
8.6,2021,7,249,16.84492,244.3,9,169435,992,6,305.2,2.29,3.704,,,6.6
8.8,2021,7,249,16.84492,244.3,9,168500,992,6,303.7,2.29,3.69,,,6.8
9,2021,7,249,16.84492,244.3,9,166819,992,6,302.2,2.28,3.669,,,7.5
9.2,2021,7,249,16.84492,244.3,9,164193,992,6,300.6,2.26,3.639,,,8.2
9.4,2021,7,249,16.84492,244.3,9,154531,992,6,298.9,2.17,3.598,,,9.2
9.6,2021,7,249,16.84492,244.3,9,149505,992,7,297.2,2.13,3.545,,,10.4
9.8,2021,7,249,16.84492,244.3,9,143469,992,7,295.4,2.07,3.48,,,11.6
10,2021,7,249,16.84492,244.3,9,136589,992,7,293.6,2,3.405,,,12.2
10.2,2021,7,249,16.84492,244.3,9,129126,991,7,291.8,1.92,3.322,,,12.6
10.4,2021,7,249,16.84492,244.3,9,121424,991,7,289.9,1.83,3.234,,,13.4
10.6,2021,7,249,16.84492,244.3,9,113868,991,7,288,1.75,3.146,,,14.5
10.8,2021,7,249,16.84492,244.3,9,106854,991,8,286.1,1.67,3.064,,,14.9
11,2021,7,249,16.84492,244.3,9,100760,990,8,284.2,1.61,2.993,,,15.5
11.2,2021,7,249,16.84492,244.3,9,95918,990,8,282.2,1.57,2.939,,,17.1
11.4,2021,7,249,16.84492,244.3,9,92610,990,9,280.3,1.54,2.91,,,18.3
11.6,2021,7,249,16.84492,244.3,9,91063,989,9,278.3,1.55,2.908,,,19.4
11.8,2021,7,249,16.84492,244.3,9,91458,989,9,276.3,1.59,2.94,,,20.3
12,2021,7,249,16.84492,244.3,9,93943,989,10,274.3,1.67,3.006,,,20.8
12.2,2021,7,249,16.84492,244.3,9,98630,988,10,272.3,1.79,3.109,,,21.5
12.4,2021,7,249,16.84492,244.3,9,105591,988,10,270.3,1.95,3.248,,,22.3
12.6,2021,7,249,16.84492,244.3,9,114849,987,11,268.3,2.16,3.42,,,23.8
12.8,2021,7,249,16.84492,244.3,9,126354,987,11,266.4,2.43,3.621,,,25.9
13,2021,7,249,16.84492,244.3,9,139963,987,11,264.5,2.76,3.847,3.2,17.5,25.6
13.2,2021,7,249,16.84492,244.3,9,155433,986,12,262.7,3.14,4.09,,,26.8
13.4,2021,7,249,16.84492,244.3,9,172416,986,12,261,3.58,4.345,,,28.8
13.6,2021,7,249,16.84492,244.3,9,190476,986,12,259.4,4.06,4.604,,,28.7
13.8,2021,7,249,16.84492,244.3,9,209125,986,13,257.9,4.57,4.859,,,30.7
14,2021,7,249,16.84492,244.3,9,227859,985,13,256.6,5.1,5.107,,,31.5
14.2,2021,7,249,16.84492,244.3,9,246213,985,13,255.5,5.62,5.34,,,33.6
14.4,2021,7,249,16.84492,244.3,9,263808,985,13,254.6,6.13,5.556,,,33.8
14.6,2021,7,249,16.84492,244.3,9,280382,985,14,253.9,6.61,5.753,,,34.5
14.8,2021,7,249,16.84492,244.3,9,295822,985,14,253.4,7.07,5.93,,,35.5
15,2021,7,249,16.84492,244.3,9,310168,984,14,253.2,7.5,6.088,,,36.3
15.2,2021,7,249,16.84492,244.3,9,323608,984,14,253.3,7.9,6.229,,,36.6
15.4,2021,7,249,16.84492,244.3,9,336447,984,14,253.7,8.28,6.357,,,37.5
15.6,2021,7,249,16.84492,244.3,9,349095,984,14,254.3,8.65,6.476,,,38
15.8,2021,7,249,16.84492,244.3,9,362011,984,14,255.3,9.01,6.589,,,38.9
16,2021,7,249,16.84492,244.3,9,375681,984,14,256.7,9.37,6.703,,,40.5
16.2,2021,7,249,16.84492,244.3,9,390571,984,14,258.3,9.75,6.82,,,40.2
16.4,2021,7,249,16.84492,244.3,9,407108,985,14,260.2,10.15,6.944,,,40.9
16.6,2021,7,249,16.84492,244.3,9,425634,985,14,262.4,10.58,7.078,,,41
16.8,2021,7,249,16.84492,244.3,9,446392,985,14,264.8,11.08,7.223,,,39.8
17,2021,7,249,16.84492,244.3,9,469501,985,14,267.6,11.59,7.379,,,39.8
17.2,2021,7,249,16.84492,244.3,9,494936,985,14,270.5,12.13,7.547,,,38.6
17.4,2021,7,249,16.84492,244.3,9,522527,985,13,273.6,12.7,7.725,,,36.5
17.6,2021,7,249,16.84492,244.3,9,551955,986,13,276.8,13.31,7.91,,,35
17.8,2021,7,249,16.84492,244.3,9,582776,986,13,280.2,13.93,8.1,,,32.2
18,2021,7,249,16.84492,244.3,9,614438,986,13,283.6,14.57,8.293,,,30.5
18.2,2021,7,249,16.84492,244.3,9,646340,986,13,287,15.22,8.484,,,27.4
18.4,2021,7,249,16.84492,244.3,9,677863,986,13,290.4,15.86,8.673,,,23
18.6,2021,7,249,16.84492,244.3,9,708457,986,13,293.7,16.48,8.855,,,22.4
18.8,2021,7,249,16.84492,244.3,9,737665,986,13,296.9,17.09,9.031,,,21.2
19,2021,7,249,16.84492,244.3,9,765177,986,13,299.9,17.66,9.198,,,19.7
19.2,2021,7,249,16.84492,244.3,9,1084946,986,13,302.7,20.66,9.356,,,17.9
19.4,2021,7,249,16.84492,244.3,9,1118364,986,13,305.2,21.2,9.504,,,16.4
19.6,2021,7,249,16.84492,244.3,9,1149416,986,14,307.4,21.71,9.644,,,14.9
19.8,2021,7,249,16.84492,244.3,9,1178405,986,14,309.2,22.18,9.775,,,14.2
20,2021,7,249,16.84492,244.3,9,1205711,986,14,310.7,22.62,9.899,,,12.9
20.2,2021,7,249,16.84492,244.3,9,1231715,985,14,311.8,23.03,10.015,,,12.4
20.4,2021,7,249,16.84492,244.3,9,1256727,985,14,312.5,23.4,10.123,,,12.5
20.6,2021,7,249,16.84492,244.3,9,1280931,985,14,312.7,23.75,10.225,,,12.3
20.8,2021,7,249,16.84492,244.3,9,1304341,985,14,312.6,24.06,10.318,,,12.3
21,2021,7,249,16.84492,244.3,9,1326764,985,14,312,24.34,10.403,3.2,17.5,12
21.2,2021,7,249,16.84492,244.3,9,1347776,985,14,311,24.59,10.477,,,10.7
21.4,2021,7,249,16.84492,244.3,9,1366712,985,14,309.6,24.79,10.539,,,10.2
21.6,2021,7,249,16.84492,244.3,9,1382665,985,14,307.8,24.94,10.588,,,10.1
21.8,2021,7,249,16.84492,244.3,9,1394529,986,14,305.7,25.04,10.62,,,10.1
22,2021,7,249,16.84492,244.3,9,1401073,986,14,303.3,25.08,10.635,,,10
22.2,2021,7,249,16.84492,244.3,9,1401063,986,14,300.6,25.04,10.63,,,10.1
22.4,2021,7,249,16.84492,244.3,9,1019003,986,14,297.7,21.7,10.603,,,10.2
22.6,2021,7,249,16.84492,244.3,9,1009100,986,14,294.7,21.45,10.554,,,10.3
22.8,2021,7,249,16.84492,244.3,9,993584,986,14,291.5,21.09,10.481,,,9.9
23,2021,7,249,16.84492,244.3,9,972561,986,13,288.2,20.66,10.385,,,9.9
23.2,2021,7,249,16.84492,244.3,9,946362,986,13,285,20.15,10.264,,,10
23.4,2021,7,249,16.84492,244.3,9,915522,986,13,281.8,19.56,10.119,,,9.4
23.6,2021,7,249,16.84492,244.3,9,880737,986,13,278.7,18.89,9.951,,,8.7
23.8,2021,7,249,16.84492,244.3,9,842772,987,13,275.8,18.14,9.761,,,8.8
24,2021,7,249,16.84492,244.3,9,802431,987,13,273,17.34,9.549,4.7,21.9,8.6
1,2021,8,250,16.84492,244.3,9,586391,988,12,262.7,12.68,8.212,3.5,30.5,8.1
1.2,2021,8,250,16.84492,244.3,9,545159,988,11,262,11.69,7.901,,,8.3
1.4,2021,8,250,16.84492,244.3,9,505399,988,11,261.7,10.71,7.581,7.1,15,9.6
1.6,2021,8,250,16.84492,244.3,9,467341,988,11,261.7,9.75,7.255,3.9,10,9.4
1.8,2021,8,250,16.84492,244.3,9,431188,989,11,262.2,8.83,6.927,3.5,10,8.8
2,2021,8,250,16.84492,244.3,9,397112,989,10,263.1,7.95,6.6,5.2,10,9.3
2.2,2021,8,250,16.84492,244.3,9,365269,989,10,264.3,7.14,6.278,4.4,10,9.2
2.4,2021,8,250,16.84492,244.3,9,335799,990,10,265.8,6.4,5.965,3.9,10,8.7
2.6,2021,8,250,16.84492,244.3,9,308821,990,9,267.7,5.74,5.664,3.7,10,8.9
2.8,2021,8,250,16.84492,244.3,9,284430,990,9,269.9,5.14,5.38,5,10,8.5
3,2021,8,250,16.84492,244.3,9,262691,991,9,272.3,4.62,5.116,3.5,10,8.2
3.2,2021,8,250,16.84492,244.3,9,243629,991,8,274.9,4.17,4.875,3.5,10,8.2
3.4,2021,8,250,16.84492,244.3,9,227228,991,8,277.7,3.79,4.66,4.3,10,8
3.6,2021,8,250,16.84492,244.3,9,213426,991,8,280.6,3.48,4.473,3.5,10,7.6
3.8,2021,8,250,16.84492,244.3,9,202108,992,8,283.5,3.22,4.313,3.9,10,7.6
4,2021,8,250,16.84492,244.3,9,193118,992,7,286.5,3.02,4.182,3.8,22.3,7.9
4.2,2021,8,250,16.84492,244.3,9,186253,992,7,289.5,2.86,4.077,4.1,10,7.8
4.4,2021,8,250,16.84492,244.3,9,181271,992,7,292.4,2.74,3.996,3.8,10,6.7
4.6,2021,8,250,16.84492,244.3,9,177900,993,7,295.2,2.65,3.938,3.9,9,6.7
4.8,2021,8,250,16.84492,244.3,9,175842,993,6,297.8,2.59,3.898,4.1,10,7.2
5,2021,8,250,16.84492,244.3,9,185917,993,6,300.3,2.64,3.872,4.2,10,8
5.2,2021,8,250,16.84492,244.3,9,184340,993,6,302.6,2.6,3.857,3.6,10,9.1
5.4,2021,8,250,16.84492,244.3,9,183226,993,6,304.7,2.57,3.849,3.8,9.7,9.8
5.6,2021,8,250,16.84492,244.3,9,182312,993,6,306.5,2.54,3.845,3.7,10,11.2
5.8,2021,8,250,16.84492,244.3,9,181397,993,6,308.1,2.52,3.842,3.8,10,12.1
6,2021,8,250,16.84492,244.3,9,180351,993,6,309.4,2.5,3.837,3.7,10,12.6
6.2,2021,8,250,16.84492,244.3,9,179115,993,6,310.4,2.48,3.83,3.5,10,12.9
6.4,2021,8,250,16.84492,244.3,9,177688,993,6,311.2,2.45,3.82,5,15,14
6.6,2021,8,250,16.84492,244.3,9,176124,993,6,311.7,2.42,3.807,3.8,10,14.2
6.8,2021,8,250,16.84492,244.3,9,174515,993,6,312,2.4,3.792,3.5,10,14.7
7,2021,8,250,16.84492,244.3,9,172969,993,6,312,2.37,3.776,3.8,10,15.5
7.2,2021,8,250,16.84492,244.3,9,171762,993,6,311.7,2.34,3.762,3.9,12,17
7.4,2021,8,250,16.84492,244.3,9,170646,993,6,311.3,2.32,3.747,3.5,14,18.4
7.6,2021,8,250,16.84492,244.3,9,169840,993,6,310.6,2.31,3.734,3.6,12.9,20.2
7.8,2021,8,250,16.84492,244.3,9,169342,993,6,309.8,2.29,3.724,3.5,10,20.9
8,2021,8,250,16.84492,244.3,9,169092,993,6,308.8,2.29,3.715,3.7,13.7,22.1
8.2,2021,8,250,16.84492,244.3,9,169197,993,6,307.6,2.29,3.711,3.9,10,22.8
8.4,2021,8,250,16.84492,244.3,9,169012,992,6,306.3,2.28,3.703,3.9,23.1,23.9
8.6,2021,8,250,16.84492,244.3,9,168546,992,6,304.9,2.28,3.694,3.6,10,25
8.8,2021,8,250,16.84492,244.3,9,167557,992,6,303.5,2.28,3.679,3.9,10,26.5
9,2021,8,250,16.84492,244.3,9,165810,992,6,301.9,2.27,3.658,4.2,15.8,27.5
9.2,2021,8,250,16.84492,244.3,9,163323,992,6,300.3,2.25,3.629,4.3,19.7,29.1
9.4,2021,8,250,16.84492,244.3,9,153650,992,6,298.6,2.16,3.588,3.7,13.2,30
9.6,2021,8,250,16.84492,244.3,9,148578,992,7,296.9,2.12,3.534,3.7,16.1,30
9.8,2021,8,250,16.84492,244.3,9,142509,992,7,295.1,2.06,3.469,3.5,16.9,30.9
10,2021,8,250,16.84492,244.3,9,135612,992,7,293.3,1.98,3.393,5,10.6,31.7
10.2,2021,8,250,16.84492,244.3,9,128257,991,7,291.5,1.91,3.311,3.8,11.5,32.2
10.4,2021,8,250,16.84492,244.3,9,120578,991,7,289.7,1.82,3.223,3.8,10,32.6
10.6,2021,8,250,16.84492,244.3,9,113066,991,7,287.8,1.74,3.135,3.5,16.1,32.3
10.8,2021,8,250,16.84492,244.3,9,106120,991,8,285.9,1.67,3.053,3.9,14.2,32.6
11,2021,8,250,16.84492,244.3,9,100111,990,8,284,1.6,2.983,3.8,10,33.8
11.2,2021,8,250,16.84492,244.3,9,95423,990,8,282.1,1.56,2.932,3.6,21.4,34.2
11.4,2021,8,250,16.84492,244.3,9,92228,990,9,280.2,1.54,2.903,3.8,16.4,35.3
11.6,2021,8,250,16.84492,244.3,9,90806,989,9,278.3,1.55,2.904,3.6,16.1,35.7
11.8,2021,8,250,16.84492,244.3,9,91342,989,9,276.3,1.59,2.937,3.9,10,36.1
12,2021,8,250,16.84492,244.3,9,93979,988,10,274.3,1.67,3.006,4.6,25.2,36.3
12.2,2021,8,250,16.84492,244.3,9,98806,988,10,272.4,1.79,3.111,3.5,6.4,35.7
12.4,2021,8,250,16.84492,244.3,9,105952,988,10,270.4,1.95,3.253,4,10,35
12.6,2021,8,250,16.84492,244.3,9,115412,987,11,268.5,2.17,3.427,4,10,34.4
12.8,2021,8,250,16.84492,244.3,9,127138,987,11,266.6,2.44,3.632,3.5,40.3,31.6
13,2021,8,250,16.84492,244.3,9,140986,987,11,264.7,2.77,3.86,3.6,16.1,31
13.2,2021,8,250,16.84492,244.3,9,156673,986,12,262.9,3.16,4.106,3.5,16.1,30.1
13.4,2021,8,250,16.84492,244.3,9,173918,986,12,261.2,3.6,4.363,3.5,10,28.7
13.6,2021,8,250,16.84492,244.3,9,192249,986,12,259.6,4.09,4.624,3.8,16.1,28.1
13.8,2021,8,250,16.84492,244.3,9,211171,985,13,258.1,4.61,4.882,3.5,19.4,27.2
14,2021,8,250,16.84492,244.3,9,230180,985,13,256.8,5.14,5.132,3.7,16.5,25.9
14.2,2021,8,250,16.84492,244.3,9,248813,985,13,255.6,5.67,5.368,3.6,16.1,23.9
14.4,2021,8,250,16.84492,244.3,9,266675,985,13,254.7,6.18,5.586,3.7,28.7,19.9
14.6,2021,8,250,16.84492,244.3,9,283515,985,13,253.9,6.67,5.785,3.7,14.7,18.7
14.8,2021,8,250,16.84492,244.3,9,299220,985,14,253.5,7.14,5.964,3.7,24.9,17
15,2021,8,250,16.84492,244.3,9,313830,984,14,253.2,7.57,6.125,3.9,13.9,15.6
15.2,2021,8,250,16.84492,244.3,9,327618,984,14,253.3,7.98,6.269,3.7,10,13.8
15.4,2021,8,250,16.84492,244.3,9,340741,984,14,253.6,8.37,6.399,3.8,10,12.6
15.6,2021,8,250,16.84492,244.3,9,353683,984,14,254.3,8.75,6.52,4.1,16.6,11.5
15.8,2021,8,250,16.84492,244.3,9,366908,984,14,255.2,9.12,6.637,3.6,10,10.5
16,2021,8,250,16.84492,244.3,9,380905,984,14,256.5,9.49,6.752,3.8,16.9,9.9
16.2,2021,8,250,16.84492,244.3,9,396347,984,14,258.1,9.88,6.874,3.7,10.3,10.2
16.4,2021,8,250,16.84492,244.3,9,413261,985,14,260,10.29,7,3.7,10,10
16.6,2021,8,250,16.84492,244.3,9,432186,985,14,262.2,10.72,7.136,,,9.4
16.8,2021,8,250,16.84492,244.3,9,453362,985,14,264.6,11.24,7.283,,,9
17,2021,8,250,16.84492,244.3,9,476905,985,14,267.3,11.75,7.441,,,8.4
17.2,2021,8,250,16.84492,244.3,9,503042,985,14,270.2,12.3,7.613,,,8.1
17.4,2021,8,250,16.84492,244.3,9,531098,985,13,273.3,12.89,7.792,,,7.9
17.6,2021,8,250,16.84492,244.3,9,560994,986,13,276.6,13.5,7.978,,,7.9
17.8,2021,8,250,16.84492,244.3,9,592272,986,13,280,14.14,8.17,,,7.6
18,2021,8,250,16.84492,244.3,9,624380,986,13,283.4,14.78,8.363,,,7.9
18.2,2021,8,250,16.84492,244.3,9,656892,986,13,286.8,15.44,8.556,,,7.8
18.4,2021,8,250,16.84492,244.3,9,688822,986,13,290.2,16.08,8.745,,,7.9
18.6,2021,8,250,16.84492,244.3,9,719792,986,13,293.5,16.72,8.928,,,8.5
18.8,2021,8,250,16.84492,244.3,9,749350,986,13,296.7,17.33,9.104,,,9.3
19,2021,8,250,16.84492,244.3,9,777247,986,13,299.7,17.91,9.271,,,8.9
19.2,2021,8,250,16.84492,244.3,9,1102228,986,13,302.5,20.96,9.43,,,8.5
19.4,2021,8,250,16.84492,244.3,9,1136054,986,13,305,21.5,9.579,,,8.3
19.6,2021,8,250,16.84492,244.3,9,1167503,986,14,307.2,22.01,9.719,,,8.1
19.8,2021,8,250,16.84492,244.3,9,1196884,986,14,309,22.49,9.851,,,8.4
20,2021,8,250,16.84492,244.3,9,1224450,985,14,310.5,22.94,9.974,,,8.7
20.2,2021,8,250,16.84492,244.3,9,1250854,985,14,311.6,23.35,10.091,,,8.5
20.4,2021,8,250,16.84492,244.3,9,1276274,985,14,312.3,23.73,10.2,,,8.2
20.6,2021,8,250,16.84492,244.3,9,1300880,985,14,312.5,24.09,10.302,,,9.1
20.8,2021,8,250,16.84492,244.3,9,1324673,985,14,312.3,24.41,10.395,,,8.9
21,2021,8,250,16.84492,244.3,9,1346539,985,14,311.7,24.68,10.477,,,8.9
21.2,2021,8,250,16.84492,244.3,9,1367797,985,14,310.6,24.92,10.551,,,10.1
21.4,2021,8,250,16.84492,244.3,9,1386858,985,14,309.2,25.13,10.613,,,9.9
21.6,2021,8,250,16.84492,244.3,9,1402769,985,14,307.4,25.29,10.661,,,9.9
21.8,2021,8,250,16.84492,244.3,9,1414374,985,14,305.2,25.39,10.693,,,9.1
22,2021,8,250,16.84492,244.3,9,1419360,986,14,302.7,25.4,10.702,,,8.3
22.2,2021,8,250,16.84492,244.3,9,1036016,986,14,300,22.13,10.696,,,8.1
22.4,2021,8,250,16.84492,244.3,9,1030891,986,14,297,21.95,10.667,,,8.4
22.6,2021,8,250,16.84492,244.3,9,1020154,986,14,293.9,21.69,10.616,,,7.8
22.8,2021,8,250,16.84492,244.3,9,1003666,986,14,290.7,21.32,10.54,,,7.1
23,2021,8,250,16.84492,244.3,9,980853,986,13,287.4,20.86,10.436,3.7,10,7.2
23.2,2021,8,250,16.84492,244.3,9,953509,986,13,284.1,20.34,10.312,3.6,20,7
23.4,2021,8,250,16.84492,244.3,9,921494,986,13,280.9,19.73,10.163,3.6,48.2,6.7
23.6,2021,8,250,16.84492,244.3,9,885541,986,13,277.7,19.04,9.991,4,10.1,6.2
23.8,2021,8,250,16.84492,244.3,9,846447,987,13,274.8,18.28,9.796,3.8,10,6.2
24,2021,8,250,16.84492,244.3,9,806212,987,13,272,17.48,9.587,3.5,10,6.7
1,2021,9,251,16.84492,244.3,9,584297,988,12,261.8,12.69,8.211,3.9,10,7.1
1.2,2021,9,251,16.84492,244.3,9,542717,988,11,261.1,11.69,7.895,,,7.6
1.4,2021,9,251,16.84492,244.3,9,502692,988,11,260.8,10.7,7.571,3.5,10,8.2
1.6,2021,9,251,16.84492,244.3,9,464450,988,11,260.9,9.73,7.241,,,9.2
1.8,2021,9,251,16.84492,244.3,9,428174,989,11,261.5,8.8,6.909,3.8,10,10.9
2,2021,9,251,16.84492,244.3,9,393793,989,10,262.4,7.91,6.577,3.6,10,11.7
2.2,2021,9,251,16.84492,244.3,9,361947,989,10,263.7,7.1,6.252,3.6,10,13.1
2.4,2021,9,251,16.84492,244.3,9,332511,990,10,265.4,6.36,5.937,3.5,9.9,14
2.6,2021,9,251,16.84492,244.3,9,305593,990,9,267.3,5.69,5.634,3.6,10,14.3
2.8,2021,9,251,16.84492,244.3,9,281286,990,9,269.6,5.09,5.349,3.7,8.9,14.8
3,2021,9,251,16.84492,244.3,9,259506,991,9,272.1,4.57,5.083,3.5,10,16.4
3.2,2021,9,251,16.84492,244.3,9,240567,991,8,274.8,4.13,4.842,3.7,10,17.6
3.4,2021,9,251,16.84492,244.3,9,224295,991,8,277.7,3.75,4.628,3.8,10,17.9
3.6,2021,9,251,16.84492,244.3,9,210623,991,8,280.6,3.44,4.441,3.6,10,18.2
3.8,2021,9,251,16.84492,244.3,9,199436,992,8,283.7,3.18,4.282,3.7,10,18.9
4,2021,9,251,16.84492,244.3,9,190452,992,7,286.7,2.98,4.151,3.6,10,19.2
4.2,2021,9,251,16.84492,244.3,9,183712,992,7,289.7,2.82,4.047,3.6,2.1,20
4.4,2021,9,251,16.84492,244.3,9,178845,992,7,292.7,2.7,3.968,3.6,10,21.9
4.6,2021,9,251,16.84492,244.3,9,175580,993,7,295.5,2.61,3.911,3.7,8.8,23.6
4.8,2021,9,251,16.84492,244.3,9,173617,993,6,298.2,2.55,3.872,3.7,9,25.9
5,2021,9,251,16.84492,244.3,9,183491,993,6,300.7,2.61,3.847,3.6,9,28
5.2,2021,9,251,16.84492,244.3,9,181998,993,6,303,2.57,3.833,3.6,10.9,29.6
5.4,2021,9,251,16.84492,244.3,9,180959,993,6,305.1,2.54,3.826,4.2,10,28.9
5.6,2021,9,251,16.84492,244.3,9,180114,993,6,306.9,2.51,3.823,3.6,10,31.4
5.8,2021,9,251,16.84492,244.3,9,179270,993,6,308.5,2.49,3.821,,,32.3
6,2021,9,251,16.84492,244.3,9,178300,993,6,309.8,2.47,3.817,,,32.9
6.2,2021,9,251,16.84492,244.3,9,177146,993,6,310.8,2.45,3.811,,,34.3
6.4,2021,9,251,16.84492,244.3,9,175809,993,6,311.5,2.43,3.802,,,35.9
6.6,2021,9,251,16.84492,244.3,9,174341,993,6,312,2.4,3.79,,,37
6.8,2021,9,251,16.84492,244.3,9,172831,993,6,312.2,2.37,3.775,,,37.9
7,2021,9,251,16.84492,244.3,9,171383,993,6,312.1,2.35,3.76,,,40.1
7.2,2021,9,251,16.84492,244.3,9,170104,993,6,311.8,2.32,3.744,,,41.6
7.4,2021,9,251,16.84492,244.3,9,169074,993,6,311.3,2.3,3.73,,,42.2
7.6,2021,9,251,16.84492,244.3,9,168340,993,6,310.6,2.29,3.717,,,39.1
7.8,2021,9,251,16.84492,244.3,9,167897,993,6,309.7,2.27,3.707,,,38.5
8,2021,9,251,16.84492,244.3,9,167680,993,6,308.6,2.27,3.699,,,36
8.2,2021,9,251,16.84492,244.3,9,167562,992,6,307.4,2.27,3.692,,,33.4
8.4,2021,9,251,16.84492,244.3,9,167364,992,6,306.1,2.26,3.685,,,33.7
8.6,2021,9,251,16.84492,244.3,9,166865,992,6,304.7,2.26,3.675,,,33.2
8.8,2021,9,251,16.84492,244.3,9,165826,992,6,303.2,2.26,3.66,,,31.8
9,2021,9,251,16.84492,244.3,9,164022,992,6,301.6,2.25,3.638,,,33.3
9.2,2021,9,251,16.84492,244.3,9,155695,992,6,300,2.18,3.606,,,33.8
9.4,2021,9,251,16.84492,244.3,9,151659,992,6,298.3,2.14,3.564,,,30.2
9.6,2021,9,251,16.84492,244.3,9,146578,992,7,296.6,2.09,3.51,,,27.4
9.8,2021,9,251,16.84492,244.3,9,140521,992,7,294.8,2.03,3.445,,,25.6
10,2021,9,251,16.84492,244.3,9,133659,992,7,293,1.96,3.369,,,23.9
10.2,2021,9,251,16.84492,244.3,9,126263,991,7,291.3,1.88,3.285,,,22.1
10.4,2021,9,251,16.84492,244.3,9,118674,991,7,289.4,1.8,3.197,,,21.5
10.6,2021,9,251,16.84492,244.3,9,111274,991,7,287.6,1.72,3.11,4.1,10,20.1
10.8,2021,9,251,16.84492,244.3,9,104455,991,8,285.8,1.64,3.029,3.6,10,18.9
11,2021,9,251,16.84492,244.3,9,98584,990,8,283.9,1.58,2.96,3.5,12.8,17
11.2,2021,9,251,16.84492,244.3,9,93986,990,8,282,1.54,2.91,3.6,10,16.2
11.4,2021,9,251,16.84492,244.3,9,90935,990,9,280.1,1.52,2.883,,,15.4
